,Id,LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,Heating,GrLivArea,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageCars,GarageArea,YrSold,SaleCondition,SalePrice
669,670,11600,Crawfor,1Fam,1Story,4,5,1922,GasA,1180,5,Detchd,1922.0,1,252,2006,Normal,137500
670,671,8633,CollgCr,1Fam,2Story,6,5,2005,GasA,1476,7,Attchd,2005.0,2,540,2009,Normal,173500
671,672,6629,Edwards,1Fam,2Story,6,6,1925,GasA,1369,6,Detchd,1930.0,1,300,2009,Normal,103600
672,673,11250,Veenker,1Fam,1Story,6,6,1977,GasA,1208,6,Attchd,1977.0,2,546,2006,Normal,165000
673,674,14442,Crawfor,1Fam,1Story,6,7,1957,GasA,1839,7,Attchd,1957.0,2,416,2007,Normal,257500
674,675,9200,NAmes,1Fam,1Story,6,6,1965,GasA,1136,5,Attchd,1965.0,1,384,2008,Normal,140000
675,676,2289,NPkVill,Twnhs,2Story,6,6,1978,GasA,1441,7,Attchd,1978.0,2,440,2009,Normal,148500
676,677,9600,OldTown,1Fam,2Story,4,2,1900,GasW,1774,8,2Types,1920.0,3,779,2006,Normal,87000
677,678,9022,OldTown,1Fam,1Story,5,8,1924,GasA,792,5,Detchd,1924.0,1,240,2009,Normal,109500
678,679,11844,StoneBr,1Fam,1Story,8,5,2008,GasA,2046,7,Attchd,2008.0,3,834,2009,Partial,372500
679,680,9945,Sawyer,1Fam,1Story,5,5,1961,GasA,988,5,Detchd,1963.0,2,572,2007,Normal,128500
680,681,8012,SawyerW,TwnhsE,1Story,6,5,1980,GasA,923,5,Attchd,1980.0,1,264,2010,Normal,143000
681,682,4500,SWISU,1Fam,1.5Fin,5,5,1932,GasA,1520,6,Detchd,1968.0,1,281,2009,Abnorml,159434
682,683,2887,ClearCr,1Fam,1Story,6,5,1996,GasA,1291,6,Attchd,1996.0,2,431,2008,Normal,173000
683,684,11248,CollgCr,1Fam,1Story,9,5,2002,GasA,1668,7,Attchd,2002.0,3,702,2007,Normal,285000
684,685,16770,NoRidge,1Fam,2Story,7,5,1998,GasA,1839,7,Attchd,1998.0,2,486,2010,Normal,221000
685,686,5062,StoneBr,TwnhsE,2Story,7,5,1984,GasA,2090,6,Attchd,1984.0,2,577,2007,Normal,207500
686,687,10207,Somerst,1Fam,2Story,7,6,2007,GasA,1761,7,Attchd,2007.0,2,578,2007,Partial,227875
687,688,5105,Somerst,TwnhsE,2Story,7,5,2004,GasA,1102,4,Detchd,2004.0,2,480,2007,Normal,148800
688,689,8089,StoneBr,1Fam,1Story,8,6,2007,GasA,1419,7,Attchd,2007.0,2,567,2007,Partial,392000
689,690,7577,NridgHt,TwnhsE,1Story,6,5,2005,GasA,1362,6,Attchd,2005.0,2,460,2007,Normal,194700
690,691,4426,CollgCr,TwnhsE,1Story,6,5,2004,GasA,848,3,Attchd,2004.0,2,420,2008,Normal,141000
691,692,21535,NoRidge,1Fam,2Story,10,6,1994,GasA,4316,10,Attchd,1994.0,3,832,2007,Normal,755000
692,693,26178,Timber,1Fam,2Story,7,5,1989,GasA,2519,9,Attchd,1989.0,2,628,2006,Normal,335000
693,694,5400,OldTown,1Fam,1Story,5,6,1921,GasA,1073,4,Detchd,1968.0,1,326,2006,Abnorml,108480
694,695,6120,BrkSide,1Fam,1.5Fin,5,6,1936,GasA,1539,5,Detchd,1995.0,2,576,2009,Normal,141500
695,696,13811,Timber,1Fam,1Story,6,6,1987,GasA,1137,5,Attchd,1987.0,2,551,2006,Normal,176000
696,697,6000,BrkSide,1Fam,1Story,5,7,1921,GasA,616,4,Detchd,1921.0,1,205,2006,Normal,89000
697,698,6420,Edwards,1Fam,1Story,5,7,1952,GasA,1148,6,Detchd,1952.0,1,308,2006,Normal,123500
698,699,8450,Sawyer,1Fam,1Story,5,8,1965,GasA,894,5,Detchd,1973.0,1,336,2010,Normal,138500
699,700,4282,Somerst,TwnhsE,1Story,7,5,2004,GasA,1391,5,Attchd,2004.0,2,530,2008,Normal,196000
700,701,14331,Timber,1Fam,1Story,8,5,2002,GasA,1800,7,Attchd,2002.0,3,765,2006,Normal,312500
701,702,9600,NWAmes,1Fam,1Story,7,5,1969,GasA,1164,6,Attchd,1969.0,2,528,2006,Normal,140000
702,703,12438,StoneBr,1Fam,2Story,8,5,2006,GasA,2576,10,BuiltIn,2006.0,3,666,2006,Partial,361919
703,704,7630,OldTown,2fmCon,2Story,5,9,1900,GasA,1812,8,Detchd,1999.0,2,672,2010,Normal,140000
704,705,8400,CollgCr,1Fam,1Story,7,5,2004,GasA,1484,7,Attchd,2004.0,2,606,2010,Normal,213000
705,706,5600,IDOTRR,2fmCon,2Story,4,5,1930,GasA,1092,7,,,0,0,2010,Normal,55000
706,707,115149,ClearCr,1Fam,1Story,7,5,1971,GasA,1824,5,Attchd,1971.0,2,739,2007,Normal,302000
707,708,6240,NridgHt,TwnhsE,1Story,8,5,2006,GasA,1324,6,Attchd,2006.0,2,550,2009,Normal,254000
708,709,9018,Gilbert,1Fam,2Story,7,5,2007,GasA,1456,8,Attchd,2007.0,2,400,2007,Partial,179540
709,710,7162,Sawyer,1Fam,1Story,5,7,1966,GasA,904,6,Attchd,1966.0,1,408,2008,Abnorml,109900
710,711,4130,BrkSide,1Fam,1Story,3,6,1935,GasA,729,5,,,0,0,2008,Normal,52000
711,712,8712,IDOTRR,1Fam,1.5Fin,4,7,1900,GasA,1178,7,Detchd,1964.0,1,384,2010,Abnorml,102776
712,713,4671,StoneBr,TwnhsE,1Story,8,5,1988,GasA,1228,5,Attchd,1988.0,2,472,2008,Normal,189000
713,714,9873,BrkSide,2fmCon,1Story,4,5,1970,GasW,960,6,Detchd,1970.0,2,576,2006,Normal,129000
714,715,13517,Sawyer,1Fam,2Story,6,8,1976,GasA,1479,6,Attchd,1976.0,2,475,2010,Normal,130500
715,716,10140,NWAmes,1Fam,1Story,6,5,1974,GasA,1350,7,Attchd,1974.0,2,478,2009,Normal,165000
716,717,10800,OldTown,1Fam,2Story,7,8,1890,GasA,2554,8,Detchd,1996.0,2,704,2007,Normal,159500
717,718,10000,NWAmes,1Fam,1Story,5,6,1973,GasA,1178,5,Attchd,1973.0,2,439,2008,Normal,157000
718,719,10542,NoRidge,1Fam,2Story,7,5,1993,GasA,2418,9,Attchd,1993.0,3,983,2008,Normal,341000
719,720,9920,CollgCr,1Fam,1Story,5,6,1969,GasA,971,5,Attchd,1969.0,1,300,2006,Normal,128500
720,721,6563,StoneBr,1Fam,1Story,8,5,1985,GasA,1742,5,Attchd,1985.0,2,564,2006,Normal,275000
721,722,4426,CollgCr,TwnhsE,1Story,6,5,2004,GasA,848,3,Attchd,2004.0,2,420,2010,Normal,143000
722,723,8120,NAmes,1Fam,1Story,4,7,1970,GasA,864,5,Detchd,1994.0,2,463,2009,Normal,124500
723,724,8172,Edwards,1Fam,1.5Fin,4,6,1954,GasA,1470,7,Detchd,1958.0,1,548,2008,Normal,135000
724,725,13286,Edwards,1Fam,1Story,9,5,2007,GasA,1698,8,Attchd,2007.0,3,768,2009,Normal,320000
725,726,6960,NAmes,1Fam,1Story,4,6,1970,GasA,864,5,Detchd,1989.0,2,660,2009,Normal,120500
726,727,21695,Crawfor,1Fam,1Story,6,9,1988,GasA,1680,5,Attchd,1988.0,2,540,2009,Normal,222000
727,728,7314,CollgCr,1Fam,1Story,7,5,2007,GasA,1232,6,Attchd,2007.0,2,632,2009,Normal,194500
728,729,11475,NAmes,Duplex,1Story,5,5,1958,GasA,1776,9,Detchd,1968.0,3,888,2009,Abnorml,110000
729,730,6240,IDOTRR,1Fam,1.5Fin,4,5,1925,GasA,1208,5,Detchd,1962.0,2,539,2009,Normal,103000
730,731,5389,StoneBr,TwnhsE,1Story,8,5,1995,GasA,1616,5,Attchd,1995.0,2,608,2010,Normal,236500
731,732,9590,Timber,1Fam,SLvl,7,5,2003,GasA,1146,6,Attchd,2003.0,2,438,2007,Normal,187500
732,733,11404,CollgCr,1Fam,2Story,7,5,1998,GasA,2031,8,Attchd,1998.0,2,541,2008,Normal,222500
733,734,10000,Sawyer,1Fam,1Story,5,6,1961,GasA,1144,6,Attchd,1961.0,1,264,2009,Normal,131400
734,735,8978,Sawyer,1Fam,1Story,5,5,1968,GasA,948,6,Attchd,1968.0,1,300,2007,Family,108000
735,736,10800,OldTown,1Fam,2.5Unf,7,7,1914,GasW,1768,6,Detchd,1914.0,2,320,2006,Normal,163000
736,737,8544,NAmes,Duplex,1Story,3,4,1950,GasA,1040,6,Detchd,1949.0,2,400,2006,Normal,93500
737,738,10463,Gilbert,1Fam,2Story,8,5,2005,GasA,1801,8,Attchd,2005.0,3,800,2006,Normal,239900
738,739,10800,Edwards,Duplex,1Story,5,5,1987,GasA,1200,5,,,0,0,2009,Alloca,179000
739,740,9313,CollgCr,1Fam,2Story,7,5,2004,GasA,1728,7,Attchd,2004.0,2,572,2009,Normal,190000
740,741,9600,OldTown,1Fam,2Story,5,7,1910,GasA,1432,7,Detchd,1910.0,2,360,2007,Abnorml,132000
741,742,6768,Sawyer,1Fam,1Story,6,8,1961,GasA,912,5,Detchd,1962.0,1,288,2008,Normal,142000
742,743,8450,SawyerW,1Fam,1Story,7,5,2000,GasA,1349,6,Attchd,2000.0,2,539,2007,Normal,179000
743,744,12886,Sawyer,1Fam,SLvl,5,6,1963,GasA,1464,6,Attchd,1997.0,2,480,2009,Normal,175000
744,745,5395,StoneBr,TwnhsE,1Story,8,5,1993,GasA,1337,5,Attchd,1993.0,2,462,2008,Normal,180000
745,746,8963,NWAmes,1Fam,2Story,8,9,1976,GasA,2715,11,BuiltIn,1994.0,2,831,2008,Normal,299800
746,747,8795,Gilbert,1Fam,2Story,7,5,2000,GasA,2256,8,BuiltIn,2000.0,2,554,2009,Normal,236000
747,748,11700,OldTown,1Fam,2Story,7,7,1880,GasW,2640,8,Detchd,1950.0,4,864,2009,Normal,265979
748,749,10593,NoRidge,1Fam,1Story,7,5,1996,GasA,1720,7,Attchd,1996.0,2,527,2010,Normal,260400
749,750,8405,Edwards,1Fam,1.5Fin,4,3,1945,Wall,1529,9,Detchd,1945.0,1,240,2009,Normal,98000
750,751,8800,OldTown,1Fam,1.5Fin,4,7,1910,GasA,1140,7,,,0,0,2010,Normal,96500
751,752,7750,Gilbert,1Fam,2Story,7,5,2003,GasA,1320,6,Attchd,2003.0,2,400,2007,Normal,162000
752,753,9236,CollgCr,1Fam,1Story,6,5,1997,GasA,1494,6,Attchd,1997.0,2,576,2006,Normal,217000
753,754,10240,NridgHt,1Fam,2Story,8,5,2005,GasA,2098,8,Attchd,2005.0,3,878,2006,Normal,275500
754,755,7930,NAmes,1Fam,1Story,6,8,1969,GasA,1026,5,Detchd,1969.0,2,440,2009,Normal,156000
755,756,3230,Somerst,TwnhsE,2Story,6,5,1999,GasA,1471,6,Detchd,1999.0,2,440,2009,Normal,172500
756,757,10769,CollgCr,1Fam,2Story,8,5,2007,GasA,1768,7,Attchd,2007.0,2,578,2009,Normal,212000
757,758,11616,Sawyer,1Fam,2Story,6,5,1978,GasA,1386,6,Attchd,1978.0,2,440,2010,Abnorml,158900
758,759,2280,Somerst,Twnhs,2Story,7,5,1999,GasA,1501,6,Detchd,1999.0,2,440,2008,Normal,179400
759,760,12257,NoRidge,1Fam,2Story,8,5,1995,GasA,2531,9,Attchd,1995.0,3,752,2007,Normal,290000
760,761,9100,NAmes,1Fam,1Story,6,6,1959,GasA,864,5,Detchd,2008.0,1,300,2009,Normal,127500
761,762,6911,BrkSide,1Fam,1Story,5,5,1924,GasA,1301,5,Detchd,1965.0,2,440,2009,Normal,100000
762,763,8640,Somerst,1Fam,2Story,7,5,2009,GasA,1547,7,Attchd,2009.0,2,614,2010,Normal,215200
763,764,9430,NoRidge,1Fam,2Story,8,5,1999,GasA,2365,8,Attchd,1999.0,3,856,2009,Normal,337000
764,765,9549,Veenker,TwnhsE,1Story,8,5,1995,GasA,1494,6,Attchd,1995.0,2,481,2006,Normal,270000
765,766,14587,Somerst,1Fam,1Story,9,5,2008,GasA,1506,6,Attchd,2008.0,2,592,2008,Partial,264132
766,767,10421,NWAmes,1Fam,2Story,7,5,1988,GasA,1714,7,Attchd,1988.0,2,496,2010,Normal,196500
767,768,12508,Mitchel,1Fam,1.5Fin,6,7,1940,GasA,1750,7,Attchd,1989.0,1,423,2008,Normal,160000
768,769,9100,CollgCr,1Fam,1Story,7,5,2004,GasA,1836,8,Attchd,2004.0,2,484,2006,Normal,216837
769,770,53504,StoneBr,1Fam,2Story,8,5,2003,GasA,3279,12,BuiltIn,2003.0,3,841,2010,Normal,538000
770,771,7252,Sawyer,1Fam,SFoyer,5,5,1982,GasA,858,5,Detchd,1983.0,2,576,2009,Normal,134900
771,772,8877,Edwards,1Fam,1Story,4,5,1951,GasA,1220,6,Detchd,1951.0,2,396,2006,Normal,102000
772,773,7819,Edwards,1Fam,SLvl,6,5,1976,GasA,1117,6,Detchd,1976.0,2,672,2010,Abnorml,107000
773,774,10150,NAmes,1Fam,1Story,5,5,1958,GasA,912,5,Attchd,1958.0,1,275,2007,Normal,114500
774,775,14226,NridgHt,1Fam,1Story,8,5,2006,GasA,1973,9,Attchd,2006.0,3,895,2007,Partial,395000
775,776,4500,Mitchel,TwnhsE,1Story,6,5,1998,GasA,1204,5,Attchd,1998.0,2,412,2009,Normal,162000
776,777,11210,CollgCr,1Fam,1Story,7,5,2005,GasA,1614,7,Attchd,2005.0,3,865,2006,Partial,221500
777,778,13350,Sawyer,1Fam,1Story,5,5,1974,GasA,894,5,Attchd,1974.0,2,440,2006,Normal,142500
778,779,8400,SawyerW,Duplex,1Story,5,5,1977,GasA,2020,10,Detchd,1977.0,2,630,2007,Normal,144000
779,780,10530,Mitchel,Duplex,SFoyer,6,5,1977,GasA,1004,4,Attchd,1977.0,2,504,2006,Normal,135000
780,781,7875,Gilbert,1Fam,1Story,7,5,1995,GasA,1253,6,Attchd,1995.0,2,402,2007,Normal,176000
781,782,7153,SawyerW,1Fam,2Story,6,5,1992,GasA,1603,7,Attchd,1992.0,2,484,2006,Normal,175900
782,783,16285,CollgCr,1Fam,1Story,7,5,2001,GasA,1430,6,Attchd,2001.0,2,605,2009,Normal,187100
783,784,9101,Mitchel,1Fam,SFoyer,5,6,1978,GasA,1110,4,Attchd,1978.0,2,602,2009,Normal,165500
784,785,6300,OldTown,1Fam,2.5Unf,6,6,1914,GasA,1484,9,,,0,0,2008,Normal,128000
785,786,9790,NWAmes,1Fam,1Story,6,5,1967,GasA,1342,7,Attchd,1967.0,2,457,2009,Normal,161500
786,787,10800,OldTown,1Fam,1.5Fin,5,6,1915,GasA,1652,7,Detchd,1961.0,1,416,2010,Normal,139000
787,788,10142,SawyerW,1Fam,2Story,7,5,2004,GasA,2084,8,BuiltIn,2004.0,2,618,2010,Normal,233000
788,789,6000,OldTown,1Fam,1Story,4,7,1954,GasA,901,4,Detchd,1954.0,1,281,2008,Normal,107900
789,790,12205,ClearCr,1Fam,2Story,6,8,1966,GasA,2087,9,Attchd,1966.0,2,444,2007,Normal,187500
790,791,3182,Blmngtn,TwnhsE,1Story,7,5,2005,GasA,1145,5,Attchd,2005.0,2,397,2009,Normal,160200
791,792,11333,Mitchel,1Fam,SLvl,6,5,1976,GasA,1062,5,Attchd,1976.0,2,539,2007,Normal,146800
792,793,9920,NoRidge,1Fam,2Story,7,5,1996,GasA,2013,8,Attchd,1997.0,2,455,2007,Normal,269790
793,794,9158,Somerst,1Fam,1Story,8,5,2007,GasA,1496,7,Attchd,2007.0,2,474,2007,Partial,225000
794,795,10832,Gilbert,1Fam,2Story,7,5,1994,GasA,1895,7,Attchd,1994.0,2,409,2008,Normal,194500
795,796,8400,SawyerW,1Fam,2Story,6,6,1980,GasA,1564,7,Attchd,1980.0,2,476,2010,Normal,171000
796,797,8197,Sawyer,1Fam,1Story,6,5,1977,GasA,1285,7,Attchd,1977.0,2,528,2007,Normal,143500
797,798,7677,NAmes,1Fam,1Story,5,5,1953,GasA,773,4,Attchd,1953.0,1,240,2008,Abnorml,110000
798,799,13518,NridgHt,1Fam,2Story,9,5,2008,GasA,3140,11,BuiltIn,2009.0,3,820,2009,Partial,485000
799,800,7200,SWISU,1Fam,1.5Fin,5,7,1937,GasA,1768,7,Detchd,1939.0,1,240,2007,Normal,175000
800,801,12798,ClearCr,1Fam,2Story,6,5,1997,GasA,1688,8,Attchd,1997.0,2,603,2008,Normal,200000
801,802,4800,IDOTRR,1Fam,1Story,4,7,1916,GasA,1196,5,Detchd,1957.0,2,440,2007,Normal,109900
802,803,8199,CollgCr,1Fam,2Story,7,5,2005,GasA,1456,7,Attchd,2005.0,2,410,2008,Normal,189000
803,804,13891,NridgHt,1Fam,2Story,9,5,2008,GasA,2822,12,BuiltIn,2009.0,3,1020,2009,Partial,582933
804,805,9000,NAmes,1Fam,1Story,5,5,1954,GasA,1128,5,Attchd,1954.0,1,286,2006,Family,118000
805,806,12274,Somerst,1Fam,1Story,7,5,2008,GasA,1428,6,Attchd,2008.0,2,554,2008,Partial,227680
806,807,9750,NAmes,1Fam,SLvl,5,5,1967,GasA,980,6,Attchd,1967.0,1,384,2006,Normal,135500
807,808,21384,BrkSide,1Fam,2Story,5,6,1923,GasA,1576,6,Attchd,1923.0,2,528,2009,Normal,223500
808,809,13400,NAmes,1Fam,SLvl,5,5,1966,GasA,1086,6,Attchd,1966.0,2,484,2006,Normal,159950
809,810,8100,OldTown,1Fam,2.5Unf,5,5,1898,GasA,2138,11,Detchd,1910.0,2,360,2009,Normal,106000
810,811,10140,NWAmes,1Fam,1Story,6,6,1974,GasA,1309,5,Attchd,1974.0,2,484,2006,Normal,181000
811,812,4438,CollgCr,TwnhsE,1Story,6,5,2004,GasA,848,4,Attchd,2004.0,2,420,2008,Normal,144500
812,813,8712,IDOTRR,1Fam,1Story,5,5,1952,GasA,1044,4,Basment,1952.0,2,504,2010,Alloca,55993
813,814,9750,NAmes,1Fam,1Story,6,6,1958,GasA,1442,7,Attchd,1958.0,1,301,2007,Normal,157900
814,815,8248,Edwards,1Fam,1.5Fin,5,7,1918,GasW,1250,7,Detchd,1955.0,1,280,2006,Normal,116000
815,816,12137,CollgCr,1Fam,1Story,7,5,1998,GasA,1661,6,Attchd,1998.0,2,598,2010,Normal,224900
816,817,11425,NAmes,1Fam,1Story,5,6,1954,GasA,1008,4,Attchd,1954.0,1,275,2006,Normal,137000
817,818,13265,Mitchel,1Fam,1Story,8,5,2002,GasA,1689,7,Attchd,2002.0,3,857,2008,Normal,271000
818,819,8816,ClearCr,1Fam,SLvl,6,7,1971,GasA,1052,6,Attchd,1971.0,2,440,2010,Normal,155000
819,820,6371,NridgHt,TwnhsE,1Story,7,5,2009,GasA,1358,6,Attchd,2010.0,2,484,2010,Partial,224000
820,821,7226,CollgCr,1Fam,2Story,7,5,2003,GasA,1640,6,Attchd,2003.0,2,595,2008,Normal,183000
821,822,6000,OldTown,2fmCon,1Story,4,4,1953,GasA,936,4,Detchd,1974.0,2,576,2009,Normal,93000
822,823,12394,Gilbert,1Fam,2Story,7,5,2003,GasA,1733,7,BuiltIn,2003.0,2,433,2007,Family,225000
823,824,9900,SWISU,1Fam,1.5Fin,6,7,1940,GasA,1489,7,Detchd,1940.0,1,240,2009,Normal,139500
824,825,11216,Somerst,1Fam,1Story,8,5,2006,GasA,1489,7,Attchd,2006.0,2,776,2006,Partial,232600
825,826,14803,NridgHt,1Fam,1Story,10,5,2007,GasA,2084,7,Attchd,2007.0,3,1220,2008,Partial,385000
826,827,6130,BrkSide,1Fam,1.5Unf,5,6,1924,GasA,784,5,,,0,0,2008,Normal,109500
827,828,8529,SawyerW,1Fam,1Story,7,5,2001,GasA,1434,6,Attchd,2001.0,2,527,2009,Normal,189000
828,829,28698,ClearCr,1Fam,2Story,5,5,1967,GasA,2126,7,Attchd,1967.0,2,538,2009,Abnorml,185000
829,830,2544,Somerst,Twnhs,2Story,7,5,2005,GasA,1223,4,Detchd,2005.0,2,480,2006,Normal,147400
830,831,11900,NAmes,1Fam,1Story,6,5,1957,GasA,1392,6,Attchd,1957.0,2,458,2008,Normal,166000
831,832,3180,Somerst,TwnhsE,2Story,7,5,2005,GasA,1200,4,Detchd,2005.0,2,480,2006,Normal,151000
832,833,9548,CollgCr,1Fam,2Story,7,6,2003,GasA,1829,7,Attchd,2003.0,2,613,2010,Normal,237000
833,834,10004,NAmes,1Fam,1Story,6,6,1964,GasA,1516,6,Attchd,1964.0,2,472,2009,Normal,167000
834,835,7875,NAmes,1Fam,1Story,5,6,1961,GasA,1144,6,Attchd,1961.0,2,456,2008,Normal,139950
835,836,9600,Sawyer,1Fam,1Story,4,7,1950,GasA,1067,4,Attchd,1996.0,2,436,2010,Normal,128000
836,837,8100,OldTown,1Fam,1Story,5,6,1948,GasA,1559,5,Detchd,1948.0,2,812,2007,Normal,153500
837,838,1680,BrDale,Twnhs,2Story,6,5,1973,GasA,987,5,Detchd,1973.0,1,264,2008,Normal,100000
838,839,9525,CollgCr,1Fam,1Story,5,6,1995,GasA,1099,6,Attchd,1999.0,1,352,2008,Normal,144000
839,840,11767,Edwards,1Fam,1.5Fin,5,6,1946,GasA,1200,6,Detchd,1946.0,1,240,2008,Normal,130500
840,841,12155,SWISU,1Fam,2Story,6,8,1925,GasA,1482,7,Detchd,1934.0,1,400,2008,Normal,140000
841,842,10440,OldTown,1Fam,2Story,5,8,1904,GasA,1539,8,Detchd,1983.0,2,686,2008,Normal,157500
842,843,9020,NAmes,1Fam,SLvl,6,7,1966,GasA,1165,6,Attchd,1966.0,2,490,2008,Normal,174900
843,844,8000,NAmes,Duplex,1Story,5,4,1961,GasA,1800,10,,,0,0,2007,Normal,141000
844,845,12665,OldTown,1Fam,1.5Fin,5,8,1915,GasA,1416,7,Detchd,1949.0,3,720,2008,Normal,153900
845,846,16647,Sawyer,1Fam,SFoyer,5,5,1975,GasA,1701,6,Basment,1975.0,2,611,2007,Normal,171000
846,847,9317,SawyerW,1Fam,2Story,7,5,1993,GasA,1775,7,Attchd,1993.0,2,425,2009,Normal,213000
847,848,15523,CollgCr,1Fam,1Story,5,6,1972,GasA,864,5,Attchd,1972.0,1,338,2009,Normal,133500
848,849,45600,ClearCr,1Fam,1.5Fin,6,8,1908,GasA,2358,10,Detchd,1908.0,2,360,2008,Normal,240000
849,850,9600,Veenker,1Fam,SLvl,6,7,1976,GasA,1855,7,Attchd,1976.0,2,512,2007,Normal,187000
850,851,4435,CollgCr,TwnhsE,1Story,6,5,2003,GasA,848,3,Attchd,2003.0,2,420,2007,Normal,131500
851,852,3196,Blmngtn,TwnhsE,1Story,8,5,2003,GasA,1456,7,Attchd,2003.0,2,400,2006,Normal,215000
852,853,7128,Crawfor,1Fam,2.5Unf,7,5,1941,GasA,1646,7,Detchd,1941.0,1,240,2007,Normal,164000
853,854,12095,NAmes,1Fam,SLvl,6,6,1964,GasA,1445,7,Attchd,1964.0,2,645,2009,Normal,158000
854,855,17920,Sawyer,1Fam,1Story,5,4,1955,GasA,1779,6,Attchd,1955.0,2,454,2006,Abnorml,170000
855,856,6897,Sawyer,1Fam,1Story,5,8,1962,GasA,1040,6,Detchd,1962.0,1,260,2010,Normal,127000
856,857,10970,CollgCr,1Fam,SLvl,6,6,1978,GasA,1026,5,Detchd,1981.0,2,576,2008,Normal,147000
857,858,8125,Gilbert,1Fam,2Story,6,5,1994,GasA,1481,6,Attchd,1994.0,2,343,2009,Normal,174000
858,859,10400,NWAmes,1Fam,1Story,7,5,1976,GasA,1370,6,Attchd,1976.0,2,479,2009,Family,152000
859,860,11029,NWAmes,1Fam,2Story,6,7,1968,GasA,2654,9,Attchd,1968.0,2,619,2006,Normal,250000
860,861,7642,Crawfor,1Fam,1.5Fin,7,8,1918,GasA,1426,7,Detchd,1925.0,1,216,2007,Normal,189950
861,862,11625,Sawyer,2fmCon,1Story,5,4,1965,GasA,1039,6,Attchd,1965.0,2,504,2010,Normal,131500
862,863,9672,SawyerW,1Fam,1Story,6,5,1984,GasA,1097,6,Attchd,1986.0,2,480,2010,Normal,152000
863,864,7931,NAmes,1Fam,1Story,5,5,1959,GasA,1148,6,Attchd,1959.0,1,672,2009,Normal,132500
864,865,8640,Somerst,1Fam,1Story,7,5,2007,GasA,1372,6,Attchd,2008.0,2,529,2008,Partial,250580
865,866,8750,NAmes,1Fam,1Story,5,6,1970,GasA,1002,5,Detchd,1973.0,2,902,2009,Normal,148500
866,867,10656,Timber,1Fam,1Story,8,5,2006,GasA,1646,6,Attchd,2007.0,3,870,2007,Partial,248900
867,868,6970,Sawyer,1Fam,1Story,4,5,1961,GasA,1120,5,Attchd,1961.0,2,544,2007,Normal,129000
868,869,14762,Gilbert,1Fam,2Story,5,6,1948,GasA,2320,7,Attchd,1979.0,2,672,2006,Normal,169000
869,870,9938,SawyerW,1Fam,2Story,7,5,1993,GasA,1949,8,Attchd,1993.0,2,574,2010,Normal,236000
870,871,6600,NAmes,1Fam,1Story,5,5,1962,GasA,894,5,Detchd,1962.0,1,308,2009,Normal,109500
871,872,8750,CollgCr,1Fam,2Story,6,5,1998,GasA,1682,7,Attchd,1998.0,2,523,2010,Normal,200500
872,873,8892,NAmes,1Fam,1Story,5,7,1953,GasA,910,5,Attchd,1953.0,2,414,2008,Normal,116000
873,874,12144,NAmes,1Fam,1Story,5,7,1949,GasA,1268,6,Attchd,1949.0,1,288,2009,Normal,133000
874,875,5720,OldTown,1Fam,1.5Fin,5,6,1941,GasA,1131,5,Detchd,1941.0,1,200,2009,Abnorml,66500
875,876,9000,Somerst,1Fam,2Story,8,5,2007,GasA,2610,11,BuiltIn,2007.0,2,550,2007,Partial,303477
876,877,25286,Mitchel,1Fam,1Story,4,5,1963,GasA,1040,5,Attchd,1963.0,2,648,2007,Normal,132250
877,878,8834,NridgHt,1Fam,2Story,9,5,2004,GasA,2224,10,Attchd,2004.0,3,738,2009,Normal,350000
878,879,11782,Sawyer,1Fam,SFoyer,5,7,1961,GasA,1155,6,Detchd,1987.0,2,576,2010,Normal,148000
879,880,7000,CollgCr,1Fam,1Story,5,8,1978,GasA,864,6,Attchd,1978.0,1,336,2009,Normal,136500
880,881,7024,Edwards,1Fam,1Story,5,5,2005,GasA,1090,5,Attchd,2005.0,2,450,2007,Normal,157000
881,882,13758,Timber,1Fam,1.5Fin,7,5,1990,GasA,1717,7,Attchd,1990.0,2,400,2007,Normal,187500
882,883,9636,Gilbert,1Fam,2Story,6,5,1992,GasA,1593,7,BuiltIn,1993.0,2,389,2009,Normal,178000
883,884,6204,SWISU,1Fam,2.5Fin,4,5,1912,GasA,2230,10,Detchd,1997.0,1,440,2006,Normal,118500
884,885,7150,NAmes,1Fam,1Story,5,5,1967,GasA,892,5,Attchd,1967.0,1,288,2009,Normal,100000
885,886,5119,Somerst,TwnhsE,1Story,9,5,1999,GasA,1709,5,Attchd,1999.0,2,506,2008,Abnorml,328900
886,887,8393,NAmes,Duplex,1Story,5,5,1959,GasA,1712,8,Attchd,2005.0,2,588,2006,Family,145000
887,888,16466,Edwards,1Fam,1.5Fin,5,7,1955,GasA,1393,8,Attchd,1955.0,1,300,2008,Normal,135500
888,889,15865,NAmes,1Fam,1Story,8,6,1970,GasA,2217,8,Attchd,1970.0,2,621,2007,Normal,268000
889,890,12160,NAmes,1Fam,1Story,6,4,1953,GasA,1505,6,Attchd,1953.0,2,505,2009,Normal,149500
890,891,8064,NAmes,1Fam,1.5Fin,5,7,1949,GasA,924,6,Detchd,2003.0,2,576,2007,Normal,122900
891,892,11184,Sawyer,1Fam,2Story,6,5,1978,GasA,1683,7,Attchd,1978.0,2,440,2009,Normal,172500
